query,docid,rating
microsoft office,4564839,0
microsoft office,4480385,0
microsoft office,1365857,0
microsoft office,78334595,0
microsoft office,77264338,0
microsoft office,77264339,0
microsoft office,78432604,0
microsoft office,78274528,0
microsoft office,77151377,0
microsoft office,78491212,0
microsoft office,78581548,0
microsoft office,1198707,0
microsoft office,2159406,0
microsoft office,2060356,0
microsoft office,511954,0
microsoft office,77031393,0
microsoft office,77681078,0
microsoft office,1456962,0
microsoft office,35831,0
microsoft office,1277679,0
microsoft office,3902727,0
microsoft office,4005255,0
microsoft office,1730123,0
microsoft office,3902602,0
microsoft office,3902597,0
microsoft office,3899559,0
microsoft office,3902497,0
microsoft office,3902496,0
microsoft office,1439010,0
microsoft office,1439009,0
microsoft office,4552215,0
microsoft office,771103,0
microsoft office,3484710,0
microsoft office,3484708,0
microsoft office,3484704,0
microsoft office,1226602,0
microsoft office,142046,0
microsoft office,461710,0
microsoft office,1586412,0
microsoft office,2103478,0
microsoft office,3515222,0
microsoft office,1225725,0
microsoft office,662595,0
netflix,77383738,0
netflix,77502729,0
netflix,77151377,0
netflix,77031393,0
netflix,78106266,0
youtube,4312153,0
youtube,77383738,0
youtube,79039940,0
youtube,79039939,0
youtube,79353305,0
youtube,79042322,0
youtube,79042320,0
youtube,79353306,0
youtube,79283756,0
youtube,79283755,0
youtube,77125937,0
youtube,77218000,0
youtube,77218014,0
youtube,77125935,0
youtube,77218013,0
youtube,77125940,0
youtube,77218012,0
scanner,1849606,0
scanner,562617,3
scanner,4312860,3
scanner,367406,3
scanner,561902,3
scanner,301232,3
scanner,2992178,3
scanner,4703730,3
scanner,818534,0
scanner,299144,0
scanner,3485967,0
scanner,1200023,3
scanner,453984,3
scanner,1618036,0
scanner,543886,0
scanner,695828,0
scanner,874900,3
scanner,1645584,3
scanner,320381,3
scanner,1617492,0
scanner,1314224,3
scanner,1648816,3
scanner,3998643,0
scanner,3887824,1
scanner,3887823,0
scanner,543973,0
scanner,2387031,3
scanner,3605125,3
scanner,483284,0
scanner,134285,3
scanner,1956165,3
scanner,1691487,3
scanner,816530,0
scanner,49586,3
scanner,559125,3
scanner,77525691,3
scanner,78337473,3
scanner,2154135,0
scanner,1356704,3
scanner,4312148,3
cd drive,45142,3
cd drive,639945,3
cd drive,2151978,3
cd drive,2098202,3
cd drive,849960,3
cd drive,55548,3
cd drive,2214965,3
cd drive,87049,3
cd drive,4234631,0
cd drive,3639915,0
cd drive,1627829,3
cd drive,3597337,3
cd drive,2215156,0
cd drive,4702632,0
cd drive,4597411,0
cd drive,1595942,0
cd drive,327868,0
cd drive,128835,0
cd drive,644409,0
cd drive,2789471,0
cd drive,2789472,0
cd drive,2663242,0
cd drive,362187,0
cd drive,2704878,0
cd drive,2196479,0
cd drive,282291,0
cd drive,831063,0
cd drive,513200,0
cd drive,572298,0
cd drive,513824,0
cd drive,2152747,0
cd drive,1584762,0
cd drive,2399355,0
cd drive,2389941,0
cd drive,274395,0
cd drive,560621,0
cd drive,3428257,0
cd drive,902132,0
cd drive,1950016,0
cd drive,2138780,0
external dvd drive,4141496,3
external dvd drive,4543444,3
external dvd drive,2098202,3
external dvd drive,2151978,3
external dvd drive,265163,3
external dvd drive,265165,3
external dvd drive,1960612,0
external dvd drive,1371407,0
external dvd drive,3899555,0
external dvd drive,1710195,0
external dvd drive,1865389,0
external dvd drive,2170998,0
external dvd drive,1589843,0
external dvd drive,1729869,0
external dvd drive,1716100,0
external dvd drive,2047195,0
external dvd drive,1983720,0
external dvd drive,4195127,0
external dvd drive,2403283,0
external dvd drive,1960628,0
external dvd drive,1606348,1
external dvd drive,3081266,0
external dvd drive,1962799,0
external dvd drive,2060356,0
external dvd drive,3334324,0
external dvd drive,1772835,0
external dvd drive,1380567,0
external dvd drive,1365575,0
external dvd drive,1611760,0
external dvd drive,3788923,0
external dvd drive,3155116,0
external dvd drive,3307774,0
external dvd drive,4195115,0
external dvd drive,4480385,0
external dvd drive,4564839,0
external dvd drive,1794225,0
external dvd drive,1709725,0
external dvd drive,4012094,0
external dvd drive,3899921,0
external dvd drive,2059691,0
external dvd drive,2059277,0
external dvd drive,107341,0
external dvd drive,509306,0
external dvd drive,2337746,0
external dvd drive,4500878,0
external cd drive,2098202,3
external cd drive,2151978,3
external cd drive,2400653,0
external cd drive,557172,0
external cd drive,1459681,0
external cd drive,3475135,0
external cd drive,1985114,0
external cd drive,517033,0
external cd drive,513837,0
external cd drive,1200659,0
external cd drive,3796068,0
external cd drive,4141496,2
external cd drive,2059277,0
external cd drive,107341,0
external cd drive,4543444,2
external cd drive,2214965,2
external cd drive,77971706,2
external cd drive,509306,0
external cd drive,2337746,0
external cd drive,45142,1
external cd drive,639945,1
external cd drive,4500878,0
cd player,314685,3
cd player,77971706,3
cd player,77971816,3
cd player,2115567,3
cd player,2103797,3
cd player,3772247,2
cd player,1999975,1
cd player,849458,3
cd player,2052887,2
cd player,2050543,2
cd player,2119018,0
cd player,4262123,1
cd player,4500462,2
cd player,740619,0
cd player,1645842,2
cd player,1761368,2
cd player,514475,0
cd player,1999202,3
cd player,1633968,0
cd player,3671890,2
cd player,461593,2
cd player,3879411,0
cd player,327865,0
cd player,327868,1
cd player,2196479,0
cd player,327877,0
cd player,1368250,0
cd player,451692,0
cd player,1609895,2
cd player,254180,0
cd player,883874,0
cd player,362187,0
cd player,4702632,0
cd player,861868,0
cd player,450558,0
cd player,837120,0
cd player,3915646,0
cd player,916496,0
dvd player,2052887,3
dvd player,3755243,3
dvd player,2119605,3
dvd player,887153,3
dvd player,1999202,3
dvd player,1999975,3
dvd player,461593,3
dvd player,3772247,3
dvd player,2119018,3
dvd player,1230508,3
dvd player,730105,3
dvd player,2103698,3
dvd player,1645842,3
dvd player,1998580,3
dvd player,740619,3
dvd player,327877,3
dvd player,452449,0
dvd player,2103057,3
dvd player,2103140,3
dvd player,884064,3
dvd player,1609895,3
dvd player,4500462,3
dvd player,1761368,3
dvd player,4234635,3
dvd player,1270801,3
dvd player,1368250,3
dvd player,3794551,3
dvd player,3794554,3
dvd player,3660683,3
dvd player,3307661,3
dvd player,3794549,3
dvd player,3554485,3
dvd player,1633968,3
dvd player,3671889,3
dvd player,3842755,3
dvd player,3860673,3
dvd player,3915822,3
dvd player,3554514,3
dvd player,3891942,3
dvd player,327865,3
ipad stand,4152840,3
ipad stand,77311842,3
ipad stand,77311852,3
ipad stand,79552511,0
ipad stand,4543373,0
ipad stand,77499005,3
ipad stand,78314562,0
ipad stand,2002016,2
ipad stand,79525063,0
ipad stand,78682441,3
ipad stand,77311845,2
phone stand,77943598,3
phone stand,1794561,0
phone stand,1633945,0
phone stand,1252834,0
phone stand,4016929,0
phone stand,2049236,2
phone stand,49754,0
phone stand,1311581,0
phone stand,78503594,0
phone stand,3663711,0
phone stand,676320,0
phone stand,635058,0
phone stand,886874,0
phone stand,875832,0
phone stand,1591192,0
phone stand,4150401,0
phone stand,1928867,0
phone stand,662621,0
phone stand,4142678,0
phone stand,2706309,0
laptop stand,3332203,3
laptop stand,4152840,3
laptop stand,268427,3
laptop stand,2274095,3
laptop stand,1263337,3
laptop stand,1681287,3
laptop stand,278328,3
laptop stand,1233713,3
laptop stand,268426,3
laptop stand,4547381,0
laptop stand,4564776,0
laptop stand,3802249,0
laptop stand,1350917,0
laptop stand,2053354,0
laptop stand,1794225,0
laptop stand,1893702,0
laptop stand,3442775,0
laptop stand,1710195,0
laptop stand,3334324,0
laptop stand,1229111,0
computer desk,4700313,1
computer desk,4702156,1
computer desk,4702155,1
computer desk,4699150,1
computer desk,79583167,1
computer desk,511954,0
computer desk,1436279,0
computer desk,1678981,1
computer desk,1352217,1
computer desk,1352221,1
computer desk,3851058,1
computer desk,1645837,1
computer desk,1596052,1
computer desk,1637716,1
computer desk,2007192,1
fan,3772112,3
fan,3874940,3
fan,4273767,3
fan,3414353,3
fan,1642362,3
fan,560475,3
fan,560468,3
fan,532095,3
fan,560470,3
fan,554503,3
fan,681574,3
fan,560471,3
fan,680528,3
fan,693956,3
fan,694401,0
fan,693954,3
fan,1747822,3
fan,1129416,3
fan,1413560,3
fan,1681088,3
fan,1970134,3
fan,50053,3
fan,693965,0
fan,693964,2
fan,2152150,3
fan,859887,3
fan,1399930,3
fan,799535,3
fan,1829354,3
fan,1430653,3
fan,1399818,3
fan,2702723,3
fan,859883,3
fan,2332282,3
fan,1114038,3
fan,2166511,3
fan,2166512,3
fan,2047124,3
fan,1853357,3
fan,2332361,3
computer fan,1642362,3
computer fan,2152150,3
computer fan,560475,3
computer fan,560468,3
computer fan,532095,3
computer fan,560471,3
computer fan,693954,3
computer fan,799535,3
computer fan,3874940,3
computer fan,560470,3
computer fan,693956,3
computer fan,3772112,3
computer fan,2702723,3
computer fan,554503,3
computer fan,680528,3
computer fan,681574,3
computer fan,558751,3
computer fan,643027,3
computer fan,693959,3
computer fan,3432447,3
computer fan,3432453,3
computer fan,560469,3
computer fan,1413560,3
computer fan,50053,3
computer fan,1747822,3
computer fan,3540371,3
computer fan,1971842,3
computer fan,859887,3
computer fan,4560391,3
computer fan,1129416,3
computer fan,1681088,3
computer fan,79065981,3
computer fan,2936797,3
computer fan,3637972,3
computer fan,1970134,3
computer fan,680527,3
computer fan,77388707,3
computer fan,77388715,3
computer fan,77680447,3
computer fan,3540370,3
usb gadget,3432904,0
usb gadget,1716986,0
usb gadget,1225791,0
usb gadget,1225792,0
usb gadget,1667104,1
usb gadget,2121329,0
usb gadget,3932333,2
usb gadget,77522662,1
usb gadget,2121330,1
usb gadget,1659300,1
usb gadget,1659303,1
usb gadget,69711,0
usb gadget,2121331,0
usb gadget,2121328,0
usb gadget,2131264,0
usb gadget,2123805,0
usb gadget,2121326,0
usb hub,560498,3
usb hub,77816688,3
usb hub,634817,3
usb hub,1659382,3
usb hub,2684109,0
usb hub,1129024,3
usb hub,1551343,3
usb hub,880476,3
usb hub,3656528,3
usb hub,2330243,3
usb hub,619447,3
usb hub,3932332,2
usb hub,1960292,3
usb hub,3658204,3
usb hub,1263337,3
usb hub,4195379,3
usb hub,1723748,3
usb hub,77946416,3
usb hub,506495,3
usb hub,2274485,3
usb hub,506499,3
usb hub,1129028,3
usb hub,3695450,3
usb hub,3898650,3
usb hub,1413490,2
usb hub,1382096,3
usb hub,1413526,3
usb hub,1261805,3
usb hub,3932333,3
usb hub,1129038,3
usb hub,3849598,3
usb hub,4195386,3
usb hub,3849582,3
usb hub,2251273,3
usb hub,1413489,3
usb hub,2320988,3
usb hub,882633,3
usb hub,1678428,3
usb hub,2323954,3
usb hub,802994,0
usb fan,4674069,0
usb fan,799525,3
usb fan,79070558,0
usb fan,78533616,0
usb fan,78364219,0
usb fan,79325235,0
usb fan,3556299,0
usb fan,1233740,0
usb fan,3556300,0
usb fan,1387993,0
usb fan,4480385,0
usb fan,1962799,0
usb fan,4564839,0
usb fan,1606348,0
usb fan,1960628,0
usb fan,1365575,0
usb fan,1730123,0
usb fan,1459091,0
usb fan,2060356,0
usb fan,1277679,0
usb fan,3902597,0
usb fan,3899559,0
usb fan,2159406,0
usb fan,1365857,0
usb fan,3902497,0
usb fan,3902496,0
usb fan,3902602,0
usb fan,3772112,0
usb fan,3874940,0
usb fan,4273767,0
usb fan,3414353,0
usb fan,1970134,0
usb fan,50053,0
usb fan,2152150,0
usb fan,1642362,0
usb fan,560475,0
usb fan,560468,0
usb fan,532095,0
lamp,1224643,3
lamp,990496,3
lamp,53508,3
lamp,111968,3
lamp,111967,3
lamp,111965,3
lamp,361632,3
lamp,30096,3
lamp,1631517,3
lamp,3716748,3
lamp,96416,3
lamp,3850463,3
lamp,49476,3
lamp,509032,3
lamp,506775,3
lamp,78621,3
lamp,3716747,3
lamp,29985,3
lamp,29984,3
lamp,1325441,3
lamp,86809,3
lamp,3030643,3
lamp,111969,3
lamp,67580,3
lamp,30157,3
lamp,97411,3
lamp,122985,3
lamp,3969497,3
lamp,1325442,3
lamp,490523,3
lamp,885474,3
lamp,63292,3
lamp,637674,3
lamp,1248380,3
lamp,3718265,3
lamp,1248383,3
lamp,350131,3
lamp,562857,3
lamp,562888,3
lamp,680470,3
flashlight,888313,3
flashlight,887613,3
flashlight,888257,3
night light,77266033,0
night light,77266023,0
night light,77266022,0
night light,77809670,0
night light,77804979,0
night light,77804978,0
night light,77266027,0
night light,4564776,0
night light,4609666,0
night light,895842,0
night light,938308,0
night light,1200860,0
night light,1231610,0
night light,1231730,0
external battery,3797119,0
external battery,77971706,0
external battery,810275,0
external battery,1929997,0
external battery,1929918,3
external battery,656406,0
external battery,656408,0
external battery,1668381,3
external battery,2497671,3
external battery,2879955,3
external battery,2273712,3
external battery,2273715,3
external battery,297485,0
external battery,4251518,3
external battery,1668405,3
external battery,2273706,3
external battery,1240679,0
external battery,1350917,0
external battery,2047224,0
external battery,1710197,0
external battery,3788923,0
external battery,2403283,0
external battery,2047195,0
external battery,1983720,0
external battery,1716100,0
external battery,1710195,0
external battery,3521171,0
external battery,1865389,0
external battery,1250837,0
external battery,1576193,0
external battery,560348,0
external battery,4195127,0
external battery,4547381,0
external battery,3442775,0
external battery,1953427,0
external battery,3802249,0
external battery,3923954,0
external battery,1993294,0
external battery,1654815,0
external battery,1893702,0
usb battery,643264,0
usb battery,78502985,0
usb battery,78503000,0
usb battery,77385625,0
usb battery,79513810,0
usb battery,79513819,0
usb battery,3879281,0
usb battery,78314303,3
usb battery,2152747,0
usb battery,1938384,0
usb battery,1751593,0
usb battery,1794466,0
usb battery,77192161,0
usb battery,77192162,0
usb battery,2274097,0
usb battery,4148063,0
usb battery,77500501,0
usb battery,79513901,0
usb battery,3944571,0
usb battery,3281,0
usb battery,3280,0
usb battery,3943888,0
usb battery,3941870,0
usb battery,77573513,0
usb battery,77631910,0
usb battery,77679919,0
usb battery,2096357,0
usb battery,101841,0
usb battery,1749095,0
usb battery,37981,0
usb battery,77190520,0
usb battery,77699539,0
usb battery,37156,0
usb battery,2274405,0
usb battery,1380563,0
usb battery,123294,0
usb battery,3695698,0
usb battery,598159,0
usb battery,4066911,0
usb battery,3788923,0
batteries,3915696,3
batteries,3915693,3
batteries,3915697,3
batteries,4478236,3
batteries,136833,3
batteries,4152634,0
batteries,345130,3
batteries,1691482,3
batteries,483714,3
batteries,1313042,3
batteries,849990,3
batteries,483713,3
batteries,542124,3
batteries,44057,3
batteries,635059,3
batteries,3798393,3
batteries,701048,3
batteries,483715,3
batteries,1709653,3
batteries,1312261,3
batteries,1231838,3
batteries,1691484,3
batteries,483712,3
batteries,78654723,0
batteries,319702,3
batteries,2149227,3
batteries,77118766,0
batteries,780160,3
batteries,595530,0
batteries,4560851,3
batteries,3915694,3
batteries,4141495,3
batteries,78273600,0
batteries,32975,3
batteries,636485,3
batteries,1287745,3
batteries,778556,3
batteries,483781,0
batteries,3957628,3
batteries,1972112,0
aa,778555,3
aa,2149157,3
aa,3426898,3
aa,621256,3
aa,887509,3
aa,2196500,3
aa,388565,3
aa,3538940,3
aa,3961630,3
aa,3842027,3
aa,3841899,3
aa,617741,3
aa,3802066,3
aa,3988393,3
aa,1763481,3
aa,3711478,3
aa,4195507,0
aa,77943846,0
aa,3948624,3
aa,834090,3
aa,620309,3
aa,617960,3
aa,617346,3
aa,77191125,1
aa,2103629,3
aa,1311589,3
aa,3802078,3
aa,860017,1
aa,866476,3
aa,77674244,3
aa,3584047,0
aa,77116247,0
aa,3711476,1
aa,4000503,1
aa,77636551,0
aa,480649,0
aa,777309,3
aa,1979174,0
aa,3777020,0
aa,777314,3
aaa,778554,3
aaa,119705,3
aaa,3426897,3
aaa,3803072,3
aaa,3803073,3
aaa,1941848,3
aaa,3956764,3
aaa,1763482,3
aaa,68066,3
aaa,3842043,3
aaa,887577,3
aaa,715179,3
aaa,3802067,3
aaa,3536870,0
aaa,886874,0
aaa,887602,3
aaa,799049,0
aaa,3551735,0
aaa,2103391,3
aaa,884232,0
aaa,4151320,0
aaa,77118133,0
aaa,3417868,0
aaa,77774064,0
aaa,77499011,0
aaa,79040050,0
aaa,3551734,0
aaa,79040051,0
aaa,884303,0
aaa,77311706,0
aaa,1363908,3
aaa,77126227,0
aaa,77126516,0
aaa,3521018,0
aaa,4076675,0
aaa,1979233,0
aaa,3954020,0
aaa,4080453,0
aaa,77699539,0
aaa,77938767,0
aa battery,778555,3
aa battery,2149157,3
aa battery,3426898,3
aa battery,887509,3
aa battery,388565,3
aa battery,3538940,3
aa battery,3842027,3
aa battery,3841899,3
aa battery,3961630,3
aa battery,2196500,3
aa battery,1763481,3
aa battery,3802078,3
aa battery,4195507,0
aa battery,2103629,3
aa battery,3948624,3
aa battery,77674244,3
aa battery,3802066,3
aa battery,834090,1
aa battery,777309,3
aa battery,777314,3
aa battery,1361208,3
aa battery,1973307,0
aa battery,77971816,0
aa battery,77938791,0
aa battery,454186,3
aa battery,359562,3
aa battery,77636551,0
aa battery,1377612,0
aa battery,834089,0
aa battery,1596737,0
aa battery,78801931,0
aa battery,1751593,0
aa battery,77385625,0
aa battery,78273582,0
aa battery,78273593,0
aa battery,4148063,0
aa battery,1724642,0
aa battery,77679917,0
aa battery,78827894,0
aa battery,77573513,0
d battery,778557,3
d battery,388777,3
d battery,78535599,3
d battery,3434202,3
d battery,1362903,3
d battery,447603,3
d battery,1231346,3
d battery,315651,0
d battery,79552511,0
d battery,77809730,0
d battery,690817,0
d battery,1794464,0
d battery,1659549,0
d battery,1667671,0
d battery,2070766,0
rechargeable batteries,454186,3
rechargeable batteries,344084,0
rechargeable batteries,3538940,3
rechargeable batteries,3426898,3
rechargeable batteries,3434202,3
rechargeable batteries,3426897,3
rechargeable batteries,68066,3
rechargeable batteries,359562,3
rechargeable batteries,887509,3
rechargeable batteries,726991,0
rechargeable batteries,77674244,3
rechargeable batteries,715179,3
rechargeable batteries,3956764,3
rechargeable batteries,3948624,3
rechargeable batteries,3961630,3
rechargeable batteries,489668,3
rechargeable batteries,2196500,3
rechargeable batteries,777309,3
rechargeable batteries,779929,3
rechargeable batteries,777313,3
rechargeable batteries,777314,3
rechargeable batteries,3803073,3
rechargeable batteries,887602,3
rechargeable batteries,3803072,3
rechargeable batteries,351254,1
rechargeable batteries,1937881,2
rechargeable batteries,2103391,1
rechargeable batteries,1225124,0
rechargeable batteries,2102249,0
rechargeable batteries,917772,2
rechargeable batteries,4151812,0
rechargeable batteries,1979202,0
rechargeable batteries,1979205,0
rechargeable batteries,128103,3
rechargeable batteries,1225123,0
rechargeable batteries,3467452,0
rechargeable batteries,916852,1
rechargeable batteries,3537773,0
rechargeable batteries,1447801,0
rechargeable batteries,1642056,3
calculator,3882227,3
calculator,4467385,3
calculator,1794464,3
calculator,3882222,3
calculator,1973809,3
calculator,1794466,3
calculator,1794461,3
calculator,799050,3
calculator,3885214,3
calculator,1794468,3
calculator,1794458,3
calculator,1553861,3
calculator,799049,3
calculator,159784,3
calculator,3897328,3
calculator,3459187,3
calculator,4206396,3
calculator,733443,3
calculator,1973307,3
calculator,713677,3
calculator,379091,3
calculator,1794471,3
calculator,1200012,3
calculator,1972112,3
calculator,858788,3
calculator,1794472,3
calculator,1903687,3
calculator,2100069,3
calculator,1974091,3
calculator,1794469,3
calculator,4080453,3
calculator,1596737,3
calculator,2100070,3
calculator,2162881,3
calculator,1658040,3
calculator,1642439,3
calculator,3985686,3
calculator,3515613,0
calculator,2173903,0
calculator,2934924,0
phone cord,1667121,0
phone cord,1667165,0
phone cord,1667156,0
phone cord,1667166,0
phone cord,1667154,0
phone cord,4016929,0
phone cord,2049236,0
phone cord,49754,0
phone cord,1311581,0
phone cord,78503594,0
phone cord,676320,0
extension cords,3488029,3
extension cords,566490,3
extension cords,3488026,3
extension cords,3488028,3
extension cords,3488009,3
extension cords,2362153,3
extension cords,2121314,3
extension cords,2120916,3
extension cords,2121055,3
extension cords,2120914,3
extension cords,2596950,3
extension cords,2121313,3
extension cords,2121279,3
extension cords,2599286,3
extension cords,2596945,3
extension cords,2473330,3
extension cords,2362154,3
extension cords,523407,3
extension cords,2596948,3
extension cords,2599256,3
extension cords,1128898,3
extension cords,2126477,3
extension cords,1659882,3
extension cords,2048070,3
extension cords,2121312,3
extension cords,2121284,3
extension cords,2599263,3
extension cords,2274124,3
extension cords,2873686,3
extension cords,2274117,3
extension cords,4066575,3
extension cords,2274106,3
extension cords,2274113,3
extension cords,2274107,3
extension cords,2274123,3
extension cords,2274118,3
extension cords,2371157,3
extension cords,2867930,3
extension cords,2274122,3
extension cords,2873643,3
adapter,79118100,3
adapter,79118430,3
adapter,65901,0
adapter,1659451,3
adapter,1661666,3
adapter,1661600,3
adapter,7607,3
adapter,1659685,3
adapter,1691527,3
adapter,2077581,3
adapter,572460,3
adapter,3161853,3
adapter,919774,3
adapter,458875,3
adapter,590195,3
adapter,71551,3
adapter,360266,3
adapter,3520853,3
adapter,3521060,3
adapter,55625,3
adapter,3520891,3
adapter,1265101,3
adapter,1652172,3
adapter,2659461,3
adapter,773301,3
adapter,546313,3
adapter,2060476,3
adapter,1070719,3
adapter,3998643,3
adapter,1200356,3
adapter,101162,3
adapter,18334,3
adapter,101161,3
adapter,3237181,3
adapter,106337,3
adapter,55627,3
adapter,4235017,3
adapter,2163370,3
adapter,2400505,3
adapter,516184,3
docking station,4202482,3
docking station,1973718,3
docking station,444992,3
docking station,3947084,3
docking station,49153,3
docking station,4508177,3
docking station,3867032,3
docking station,78602606,3
docking station,3867068,3
docking station,2304022,3
docking station,1608305,3
docking station,1648202,3
docking station,1200099,3
docking station,1726663,3
docking station,2097451,3
docking station,1627825,3
docking station,1627805,3
docking station,1627826,3
docking station,1627841,3
docking station,1627804,3
docking station,788096,3
docking station,475332,3
docking station,4195387,3
docking station,3432522,3
docking station,77384911,3
docking station,1233713,3
docking station,4298612,3
docking station,77025435,3
docking station,4018906,3
docking station,2337713,3
docking station,3877857,3
docking station,77195551,3
docking station,77546043,3
docking station,3943252,3
docking station,78861894,3
docking station,79251889,3
docking station,78339721,3
docking station,560348,0
docking station,77943576,3
docking station,1688569,0
memory card,3336906,3
memory card,128125,0
memory card,4548300,0
memory card,487291,3
memory card,2276185,3
memory card,50102,3
memory card,1625640,3
memory card,1993435,0
memory card,2276292,3
memory card,2276269,3
memory card,39775,3
memory card,2732725,3
memory card,2824191,3
memory card,2276285,3
memory card,3962125,3
memory card,1128677,0
memory card,3802022,3
memory card,3802021,3
memory card,2276295,3
memory card,50103,3
memory card,479956,3
memory card,1862776,3
memory card,897853,3
memory card,849992,3
memory card,674645,3
memory card,69159,0
memory card,3956580,3
memory card,3955388,3
memory card,1426432,3
memory card,4197095,3
memory card,2096452,0
memory card,1860992,0
memory card,56455,3
memory card,1578905,2
memory card,1646390,3
memory card,4018698,3
memory card,1692096,3
memory card,124981,3
memory card,3325740,3
memory card,3962614,3
memory stick,39775,3
memory stick,128125,3
memory stick,4548300,0
memory stick,1426432,3
memory stick,479956,3
memory stick,69159,3
memory stick,277594,3
memory stick,3703952,3
memory stick,1671748,3
memory stick,3663756,3
memory stick,3711926,3
memory stick,1993435,1
memory stick,1606923,3
memory stick,674645,3
memory stick,484205,0
memory stick,1632291,0
memory stick,2096452,0
memory stick,2122899,0
memory stick,2938457,3
memory stick,1794559,0
memory stick,2047011,0
memory stick,1794560,0
memory stick,3916146,0
memory stick,1993745,0
memory stick,4000059,0
memory stick,1978440,0
memory stick,3927252,0
memory stick,1459528,0
memory stick,3937994,0
memory stick,52815,0
memory stick,74433,0
memory stick,3947232,0
memory stick,1525396,0
memory stick,2101957,0
memory stick,52814,0
memory stick,3551896,0
memory stick,4012092,0
memory stick,2102741,0
memory stick,1278057,0
memory stick,3511343,0
usb stick,128125,1
usb stick,1426432,3
usb stick,3703952,3
usb stick,3663756,3
usb stick,1671748,3
usb stick,3711926,3
usb stick,4548300,0
usb stick,1606923,3
usb stick,1993435,0
usb stick,77947786,3
usb stick,2096452,0
usb stick,2122899,0
usb stick,1794559,0
usb stick,2047011,0
usb stick,1794560,0
usb stick,3916146,0
usb stick,1459528,0
usb stick,74433,0
usb stick,1993745,0
usb stick,1978440,0
usb stick,4012092,0
usb stick,1525396,0
usb stick,2102741,0
usb stick,2102692,0
usb stick,1438988,0
usb stick,2103864,0
usb stick,1278057,0
usb stick,3511343,0
usb stick,2105402,0
usb stick,584384,0
usb stick,584387,0
usb stick,3796066,0
usb stick,2004869,0
usb stick,560348,0
usb stick,1968742,0
usb stick,1240679,0
usb stick,1350917,0
usb stick,3627542,0
stylus,20750,0
stylus,937166,0
stylus,3494073,0
stylus,1206417,0
stylus,1229461,0
stylus,874477,0
stylus,20649,0
stylus,873484,0
stylus,24458,0
stylus,895820,0
stylus,20872,0
stylus,20871,0
stylus,873518,0
stylus,895633,0
stylus,895819,0
stylus,3597430,0
stylus,321131,0
stylus,895899,0
stylus,895818,0
stylus,20665,0
stylus,895822,0
stylus,873329,0
stylus,3597428,0
stylus,19815,0
stylus,98882,0
stylus,3597434,0
stylus,69684,0
stylus,873519,0
stylus,20671,0
stylus,64566,0
stylus,69692,0
stylus,24344,0
stylus,24345,0
stylus,69678,0
stylus,20761,0
stylus,873361,0
stylus,662621,0
stylus,874717,0
stylus,20847,0
stylus,638963,0
brother tn-2110 toner,1365844,3
brother tn-2110 toner,101989,0
brother tn-2110 toner,74811,0
brother tn-2110 toner,811055,0
brother tn-2110 toner,94222,0
brother tn-2110 toner,101980,0
brother tn-2110 toner,811057,0
brother tn-2110 toner,1100809,0
brother tn-2110 toner,140554,0
brother tn-2110 toner,101985,0
brother tn-2110 toner,1650150,0
brother tn-2110 toner,1403866,0
brother tn-2110 toner,63601,0
brother tn-2110 toner,1100798,0
brother tn-2110 toner,1403861,0
brother tn-2110 toner,101983,0
brother tn-2110 toner,68751,0
brother tn-2110 toner,1970077,0
brother tn-2110 toner,3715413,0
nespresso vertuo,77124009,3
ssd,3458217,0
ssd,1533065,3
ssd,3323778,0
ssd,1128674,3
ssd,1128675,3
ssd,1261806,1
ssd,79583168,3
ssd,77146845,3
ssd,77125614,3
ssd,3536079,3
ssd,4566950,3
ssd,4565841,3
ssd,1713612,3
ssd,77389706,3
ssd,2935861,3
ssd,77389730,3
ssd,77389727,3
ssd,77748778,0
ssd,77466399,3
ssd,77466397,3
ssd,77466396,3
ssd,77741524,0
ssd,77748773,0
ssd,77125615,3
ssd,77025435,0
ssd,77125616,3
ssd,77164965,0
ssd,77194926,0
ssd,77489235,0
ssd,78537389,0
ssd,3659753,3
ssd,3958007,3
ssd,77679322,0
ssd,77679326,0
ssd,77383765,0
ssd,77741513,0
ssd,79087876,0
ssd,77081155,3
ssd,79283758,0
ssd,79054501,3
ps4,77462820,0
ps4,77459581,3
ps4,78690828,3
ps4,78511057,3
ps4,78826421,3
ps4,77192151,0
ps4,77192150,0
iphone,78872377,0
iphone,78872369,0
iphone,78872349,0
iphone,78872364,0
iphone,78872339,2
iphone,3591851,0
iphone,4597426,1
iphone,4597445,0
iphone,3537784,0
iphone,1648546,2
iphone,3797306,0
iphone,2048598,2
iphone,4606045,0
iphone,1658768,2
iphone,2048562,0
iphone,3613408,0
iphone,2048544,0
iphone,2048590,2
iphone,1857711,0
iphone,3658055,0
iphone,3782115,0
iphone,2103368,0
iphone,3842754,0
iphone,79524888,0
iphone,4597404,0
iphone,3860659,0
iphone,3782112,2
iphone,2119616,0
iphone,3931197,0
iphone,3924007,0
iphone,3714768,0
iphone,3879281,0
iphone,4597411,0
iphone,3639915,0
iphone,78681243,0
iphone,78681240,0
iphone,78805348,0
iphone,78860414,0
tv,3484744,0
tv,79064332,0
tv,79064331,0
tv,79064330,0
tv,77386684,0
tv,3340102,0
tv,1540007,0
tv,2054249,0
tv,1946149,0
tv,78322818,0
tv,349642,0
tv,4548297,0
tv,2103399,0
tv,4140172,0
