query,docid,name,description,agent_1_rating,agent_2_rating,agent_3_rating,final_rating
camera case,444962,Q6233A,,3,3,3,3
camera case,871112,Nylon Camera Case compact,,3,3,3,3
camera case,1961102,LCS-G1BP,,3,3,3,3
camera case,1973340,SLDC-202,,3,3,3,3
camera case,4146868,DCB-301,,3,3,3,3
camera case,3970592,DCB-301-BLACK,,3,3,3,3
camera case,2707550,TBC302P,,3,3,3,3
camera case,2707551,TBC302O,,3,3,3,3
camera case,4146871,DCB-302,,3,3,3,3
camera case,542066,WP-DC7,,0,2,0,3
camera case,3551126,WP-DC34,,3,3,0,3
camera case,3892861,City Reflex Denim,,3,3,3,3
camera case,2707549,TBC-307,,0,0,1,3
camera case,444953,Q6225A,,3,3,3,3
camera case,271228,Q6217A,,3,3,3,3
camera case,1198820,Photosmart Digital Camera Black Sport Case,,3,3,3,3
camera case,444969,Q6230A,,3,3,3,3
camera case,4146874,QPB-201,,1,3,1,3
camera case,4146873,QPB-201,,1,3,3,3
camera case,4146872,QPB-201,,3,3,3,3
camera case,4146875,QPB-201,,3,3,3,3
camera case,1717900,DCC-75,,3,3,3,3
camera case,2707548,TBC-312,,3,0,1,3
camera case,4210159,ESC-221,,3,0,3,3
camera case,3957040,UNZB-2K Camera Bag Black,,2,3,1,3
camera bag,3948024,EH20-L,,3,3,3,3
camera bag,1225792,Professional Gadget Bag 1EG,,3,2,0,3
camera bag,4146875,QPB-201,,3,3,3,3
camera bag,4146874,QPB-201,,3,1,3,3
camera bag,4146873,QPB-201,,3,3,3,3
camera bag,4146872,QPB-201,,3,3,3,3
camera bag,2707548,TBC-312,,3,3,3,3
camera bag,3957040,UNZB-2K Camera Bag Black,,3,3,3,3
pro controller,1079800,Shuttle-Pro 2,,0,1,2,2
pro controller,882641,2 Port PCI IDE Controller Adapter Card,,0,0,0,0
pro controller,1413504,1 Port PCI Express IDE Controller Adapter Card,,0,0,0,0
pro controller,514486,4 Port PCI SATA RAID Controller Adapter Card,,0,0,0,0
pro controller,1413508,2 Port PCI Express eSATA Controller Adapter Card,,0,0,0,0
pro controller,3849589,7 Port PCI USB Card Adapter,,0,0,0,0
pro controller,79583170,"2-Port 10Gbps USB-A & USB-C PCIe Card - USB 3.1 Gen 2 PCI Express Type C/A Host Controller Card Adapter - USB 3.2 Gen 2x1 PCIe Expansion Add-On Card - Windows, macOS, Linux",,0,0,0,0
pro controller,4480385,Compaq 6005 Pro Microtower PC (ENERGY STAR),,0,0,0,0
pro controller,4564839,Compaq 6005 Pro Small Form Factor PC (ENERGY STAR),,0,0,0,0
pro controller,1365575,Compaq dc7800p Intel Core™2 Duo Processor E6750 1G/80G DVD+/-RW  WVST Bus Ultra Slim Desktop PC,,0,0,0,0
pro controller,1458233,Compaq dc7800p Intel Core™2 Duo Processor E6550 1G/80G DVD+/-RW WVST Bus Convertible Minitower PC,,0,0,0,0
pro controller,1459095,Compaq dc7800p Intel Core™2 Duo Processor E6550 1G/80G DVD-ROM WVST Bus Convertible Minitower PC,,0,0,0,0
pro controller,1459030,Compaq dc7800p Intel Core™2 Duo Processor E6750 2G/160G DVD+/-RW WVST Bus Convertible Minitower PC,,0,0,0,0
pro controller,2149675,xw4600,,0,0,0,0
pro controller,2159406,Compaq dc7800p Intel Core™2 Duo Processor E6850 2G/160G DVD+/-RW WVST Bus Convertible Minitower PC,,0,0,0,0
pro controller,1365857,Compaq dc7800p Intel Core™2 Duo Processor E6750 2G/250G DVD+/-RW WVST Bus Small Form Factor PC,,0,0,0,0
pro controller,1456962,Compaq dc5700 Intel Core™2 Duo Processor E6300 2x512M/80G DVD/CD-RW WXP Pro Microtower PC,,0,0,0,0
pro controller,1459091,Compaq dc7800p Intel Core™2 Duo Processor E6850 2G/160G DVD+/-RW WVST Bus Small Form Factor PC,,0,0,0,0
pro controller,1277679,Compaq dc7800p Intel Core™2 Duo Processor E6750 2G/160G DVD+/-RW WVST Bus Small Form Factor PC,,0,0,0,0
video camera,1674299,VL-5,,0,0,1,1
video camera,2063624,AVC-DC400,,0,0,0,1
video camera,3595945,Video Cable AVC-DC400ST,,0,0,0,1
video camera,2707548,TBC-312,,0,0,0,0
video camera,292836,PC Camera SPC700NC/00,,3,3,2,1
video camera,1616649,IceCam2,,2,2,2,1
video camera,30092,VC-200,,0,0,0,1
video camera,1531597,STV 250N Video/audio cable,,0,0,0,1
video camera,4075776,PAC715,,0,0,0,1
video camera,452078,Photosmart M525 Digital Camera,,2,2,1,3
video camera,653662,"iPAQ rw6815 Personal Messenger 64 M 2.7"" TFT W Mobile™ 5.0 Professional",,0,0,0,0
video camera,3843836,1000D + EF-S 18-55mm,,3,0,2,3
video camera,1960604,Compaq 6730b Notebook PC,,0,0,0,0
video camera,1993294,Compaq 6530b Notebook PC,,0,0,0,0
light board,78533616,"MPG GUNGNIR 110R Mid Tower Gaming Computer Case Black, USB 3.2 Gen2 Type C, 4x 120mm ARGB Fan, Mystic Light Sync, 1 to 6 ARGB Control board, 2x Tempered Glass Panels, ATX, mATX, mini-ITX",,0,0,0,0
android tablet,78839328,TAQ-10383K,,3,3,3,3
android tablet,78274585,SM-T720N,,3,3,3,3
android tablet,77125863,Tab M8,,3,3,3,3
android tablet,77106974,Tab M7,,3,3,3,3
android tablet,79039939,SM-P610N,,3,3,3,3
android tablet,79039940,SM-P610N,,3,3,3,3
android tablet,1678437,3ft Micro USB Cable - A to Micro B,,0,0,3,0
android tablet,79042320,SM-P615N,,3,3,3,3
android tablet,79042322,SM-P615N,,3,3,3,3
android tablet,78463182,SM-T395N,,3,3,3,3
apple,3325453,2GB DDR3 1066 MHz,,2,0,0,0
apple,77499005,Slim Folio For iPad Air (3rd gen),,2,3,0,3
apple,1857711,L10a Tip for Apple iPod and iPhone 3G,,2,0,3,2
apple,3923980,Sync & Charge Cable DLM75006/17,,0,3,0,2
apple,78314562,AWV102TGL,,0,2,0,2
apple,78314291,"Portable Wireless Charging Power Bank - 10,000 mAh, Qi Certified, Apple and Samsung Compatible, Black",,0,0,2,2
apple,78860414,"Wireless Car Charger - 15W, USB-C, Qi Compliant, Apple/Samsung, Windshield/Dash/Vent Phone Holder",,2,2,2,2
apple,3782112,Screen protectors DLA67068/17,,2,0,0,0
apple,49207,BC-23 Black Enhanced BubbleJet Printhead InkJet Cartridge,,0,0,0,0
apple,389611,1GB,,0,0,0,0
apple,447096,2GB Kit,,0,0,0,0
apple,4543373,Soft sleeve DLN1713/17,,2,0,1,0
apple,2021713,"4GB, 1066MHz, DDR3, ECC w/ thermal sensor",,0,0,0,0
apple,1587188,4GB Kit,,0,0,0,0
apple,1587196,2GB,,0,0,0,0
apple,648280,4GB DDR2 667 MHz,,0,0,0,0
apple,3842754,Silicone case DLM69012/17,,0,0,2,0
apple,3149212,MBL01UF,,0,0,1,0
apple,3728860,DLA63143D/10,,0,0,0,0
apple,3924024,Hard-shell case DLM1305/17,,2,0,0,0
apple,79524888,ClearCase iPhone XR,,0,0,2,0
apple,77019324,TGAE-2356 Black,,0,0,2,0
apple,3671879,DLA66009D/10,,0,0,2,0
apple,1659023,USB to PS/2 Adapter,,0,0,0,0
apple,78682441,Balance,,0,0,0,0
apple,78709234,30845,,0,0,0,0
apple,2103368,DLA40110 For iPhone 3G Vent mount,,2,0,0,0
apple,3931197,Leatherette hard case DLM1310/10,,0,2,0,0
apple,79525063,Screen protector iPad Air / Air 2,,2,2,0,2
apple,3924007,Hard-shell case DLM1306/17,,0,0,0,0
apple,77019323,TGAE-2355 Black,,0,0,2,0
apple,3924001,Silicone case with batteries DLA2265/17,,0,0,0,0
apple,3924008,Hard case with stand DLA1203/17,,0,0,0,0
apple,3782114,Case with stand DLA69048/17,,0,0,0,0
apple,1521975,"4GB, 667MHz, FBDIMM, Kit",,0,0,0,0
apple,3782116,Two silicone cases DLA69080/17,,0,0,0,0
apple,3924000,Hard-shell case DLA1205/17,,0,0,0,0
apple,79552511,VersaType,,0,0,0,0
apple,3923996,Two silicone cases DLA1209/17,,0,2,0,0
apple,618383,2GB,,0,0,0,0
google,78709240,33905,,0,2,2,0
google,78709216,30844,,0,0,3,2
google,78709234,30845,,3,0,3,0
google,78709243,30847,,2,3,2,2
google,79353304,6s,,0,0,0,0
google,79353305,8,,0,0,0,0
google,79353306,8,,0,0,0,0
google,79283756,PAHV0008DE,,0,0,0,0
google,79283755,PAJA0014DE,,0,0,0,0
google,78532457,one Zoom,,0,0,0,0
google,79039940,SM-P610N,,0,0,0,0
google,79039939,SM-P610N,,0,0,0,0
google,78366292,Zoom,,0,0,0,0
google,79042322,SM-P615N,,0,0,0,0
google,79042320,SM-P615N,,0,0,0,0
google,77386451,SM-N770F,,0,0,0,0
google,77386492,SM-N770F,,0,0,0,0
google,79284190,8S,,0,0,0,0
google,77351607,SM-N770F,,0,0,0,0
google,79283963,8S,,0,0,0,0
google,77386468,SM-N770F,,0,0,0,0
google,77386454,SM-G770F,,0,0,0,0
google,77386495,SM-G770F,,0,0,0,0
google,77386450,SM-G770F,,0,0,0,0
google,77945888,moto g8 power,,0,0,0,0
google,77945897,moto g8 power,,0,0,0,0
google,78296458,one hyper,,0,0,0,0
google,77657483,SM-G715F,,0,0,0,0
google,77699543,SM-G715F,,0,0,0,0
google,78366223,Macro,,0,0,0,0
google,78463182,SM-T395N,,0,0,0,0
google,78297044,SM-A405F,,0,0,0,0
google,78463495,M611dn,,0,0,0,0
google,77125937,SM-A515F,,0,0,0,0
google,78828029,M612dn,,0,0,0,0
google,77218000,SM-A715F,,0,0,0,0
google,77218014,SM-A715F,,0,0,0,0
google,77125935,SM-A515F,,0,0,0,0
google,77218013,SM-A715F,,0,0,0,0
google,77125940,SM-A515F,,0,0,0,0
microsoft surface,77384911,SD6000,,2,0,0,0
microsoft surface,79532241,P6251,,3,3,1,3
microsoft surface,77744098,AST325GLZ,,0,3,2,3
microsoft surface,77029962,K97320WW,,2,2,0,0
microsoft surface,44596,Designjet 815MFP,,0,0,0,0
microsoft surface,2992178,Designjet 4520 Scanner,,0,0,0,0
microsoft surface,367406,Designjet 4500 Scanner,,0,0,0,0
desktop,1365646,BOXD201GLY2A,,0,0,0,0
desktop,1595949,BLKDG31GL,,0,3,3,1
desktop,1746703,BOXDX58SO,,3,3,0,3
desktop,1238683,BLKDQ35MPE,,0,3,3,1
desktop,1749211,BOXDG41TY,,3,0,2,3
desktop,1969976,BLKD945GCLF2D,,0,3,3,3
desktop,3094688,BLKD945GSEJT,,3,3,0,3
desktop,1617747,BOXDQ45EK,,0,0,3,0
desktop,1566182,BOXDX48BT2,,3,0,3,3
desktop,1318095,BLKDG31PR,,3,3,3,3
desktop,1984289,BLKDG41RQ,,3,3,0,3
desktop,3791525,BLKDG41KR,,3,3,3,3
desktop,1597547,BLKD945GCLF,,3,3,0,1
desktop,1588507,BOXDP43TF,,3,3,3,3
desktop,3996688,BLKDH57DD,,3,3,3,3
desktop,1618361,BLKDQ45EK,,3,3,0,1
desktop,1656399,BLKD945GCLF2,,3,3,0,3
desktop,1618360,BLKDQ45CB,,3,3,3,3
desktop,1617715,BOXDQ45CB,,3,3,0,3
desktop,866978,BOXDG33FBC,,3,3,0,1
desktop,3950718,MK710,,0,0,3,0
desktop,3966580,MK710,,0,0,3,0
desktop,1593563,rp5700 Desktop PC,,3,3,3,3
desktop,1651832,TouchSmart IQ500.uk Desktop PC,,3,3,3,3
desktop,1638181,Intel Gigabit CT Desktop NIC,,3,3,3,3
desktop,881272,BOXDQ35MPE,,3,3,3,3
desktop,881271,BOXDQ35JOE,,3,3,3,3
desktop,77386682,Sit Stand Essential Desktop - White,,3,3,3,3
desktop,3458217,"3.5"" SSD Desktop Adapter Bracket",,3,3,3,3
desktop,1668462,4-Port Desktop KVM Switch,,3,3,3,3
desktop,3449712,GS608-300PES,,0,3,0,0
desktop,79344196,TL-SF1024M,,3,3,0,0
desktop,70072,GS105,,3,3,0,3
desktop,1012278,BLKD945GCPE,,3,3,3,3
desktop,3890675,BLKDG41BI,,3,3,3,3
desktop,1675263,Black Privacy Filter for Desktops PF19.0,,3,1,0,3
desktop,1578707,Compaq dc7800 Ultra-slim Desktop PC,,3,3,3,3
desktop,1309592,Compaq dc7800 Ultra-slim Desktop PC,,3,3,3,3
desktop,1012656,BLKDG33BUC,,3,3,3,3
desktop,1675262,Black Privacy Filter for Desktops PF18.1,,3,1,3,3
laptop,1229111,ASF150EU,,0,1,0,0
laptop,2060476,Car/Air Adapter,,0,0,0,0
laptop,77026839,ClickSafe 2.0 Keyed Laptop Lock for Nano Security Slot,,0,1,0,0
laptop,77311847,ClickSafe Universal Combination Laptop Lock - Master Coded,,0,1,0,0
laptop,77026550,ClickSafe Combination Laptop Lock for Nano Security Slot,,0,1,0,0
laptop,1229110,ASF154WEU,,0,1,0,0
laptop,1599521,MicroSaver® Retractable Laptop Lock - Keyed Different,,0,1,0,0
laptop,77311846,ClickSafe 2.0 3-in-1 Keyed Laptop Lock,,0,1,0,0
laptop,77311839,ClickSafe Universal Combination Laptop Lock,,0,1,0,0
laptop,1229109,"Privacy Screen 17""",,0,1,3,0
laptop,1229118,"Privacy Screen 14.1""W",,0,1,0,0
laptop,1229120,"Privacy Screen 12.1""W",,0,1,0,0
laptop,77026530,ClickSafe Combination Laptop Lock for Nano Security Slot (Master Coded Version),,0,1,0,0
laptop,1225502,"Privacy Screen 19""",,0,1,0,0
laptop,1229130,"Privacy Screen 12.1""",,0,1,0,0
laptop,1229119,"Privacy Screen 13.3""W (16:10)",,0,1,0,0
laptop,1751314,10 - 12.1 inch / 25.4 - 30.7cm Laptop Case – XS,,0,1,1,1
laptop,619398,FireWire for Laptop (3 ports),,1,1,0,1
laptop,2659461,Mini 30W AC Adapter,,0,0,0,0
laptop,3956922,VNA-216,,1,0,0,0
laptop,2007047,TBC005EU,,1,0,0,0
laptop,128957,TCG650,,1,0,0,0
laptop,1751315,CN313,,1,0,0,0
laptop,4065838,TBT050US,,1,0,0,0
laptop,254830,TCB001EU,,1,0,0,0
laptop,1952726,SP17 Classic Laptop Sleeve,,1,0,0,0
laptop,1418540,"17"" Laptop privacy filter",,1,0,0,0
laptop,95726,"Saddlebag Sport Laptop Backpack - 17""/43.3cm",,1,0,0,0
laptop,1178340,17” Laptop Slip Case,,0,0,0,0
laptop,3332203,W009C,,0,1,0,0
laptop,3270236,CLC-116,,0,0,0,0
laptop,3435308,VNR-217,,0,0,0,0
laptop,2112555,VLS-110,,0,0,0,0
laptop,13166,MicroSaver® Keyed Laptop Lock,,0,0,0,0
laptop,1600501,Auto/Air Laptop Power Adapter,,0,0,0,0
laptop,1418539,"Laptop privacy filter screen 15""",,0,0,0,0
laptop,1178662,Premiere Laptop Case,,0,0,0,0
laptop,3024623,MicroSaver® Ultra Laptop Lock - Keyed Different,,0,0,0,0
laptop,799525,Black USB Powered Laptop Cooler,,0,0,0,0
laptop,4607401,PNC-218 Black,,0,0,0,0
monitor,279845,KVM PS/2 Cable - 3 ft (0.9 m),,0,0,0,0
monitor,1418543,"19.1"" LCD monitor privacy filter",,0,0,0,0
monitor,1645837,Smartfit® Single Monitor Arm,,0,0,0,0
monitor,1596052,SmartFit® Monitor & Laptop Mounting Arm,,0,3,0,1
monitor,1418544,"19.1"" Widescreen LCD monitor privacy filter",,2,0,2,0
monitor,80033,SmartFit® TFT Stand Graphite,,0,0,0,0
monitor,1675210,Black Privacy Filter for Desktops PF20.1,,0,0,0,0
monitor,1596054,SmartFit® Extended Monitor Arm,,0,0,0,0
monitor,1675262,Black Privacy Filter for Desktops PF18.1,,0,0,0,0
monitor,1123193,Black Privacy Filter for Desktops PF19.0W,,0,0,0,0
monitor,1601528,SmartFit™ Spin Station,,0,0,0,0
monitor,1675208,Black Privacy Filter for Desktops PF22.0W,,0,0,2,0
monitor,546576,BF10XXL Anti-Glare Computer Filter,,0,0,0,0
monitor,77756842,Monitor Privacy Screen for 21 inch PC Display - Computer Screen Security Filter - Blue Light Reducing Screen Protector Film - 16:9 Widescreen - Matte/Glossy - +/-30 Degree,,0,0,0,0
monitor,77756860,Monitor Privacy Screen for 24 inch PC Display - Computer Screen Security Filter - Blue Light Reducing Screen Protector Film - 16:9 Widescreen - Matte/Glossy - +/-30 Degree,,0,0,1,0
monitor,77756864,Monitor Privacy Screen for 27 inch PC Display - Computer Screen Security Filter - Blue Light Reducing Screen Protector Film - 16:9 WideScreen - Matte/Glossy - +/-30 Degree,,0,3,0,0
monitor,165389,PF400XL Privacy Computer Filter,,0,0,0,0
monitor,1946149,Micro-Adjustable Fixed Wall Mount,,0,0,0,0
monitor,1579788,KVM USB Server Module,,0,0,0,0
monitor,1594900,L5006tm Touchscreen Monitor,,3,0,3,3
monitor,1229108,"Privacy Screen 22""W (16:10)",,0,0,0,0
monitor,321250,Monitor outlet cable,,2,0,0,0
monitor,1123327,EX10XL Anti-Glare Computer Filter,,0,2,0,0
monitor,79583167,Desk Mount Dual Monitor Arm - 2x USB 3.0 Ports - Grommet/Desk Clamp Mount,,0,0,0,0
monitor,1675263,Black Privacy Filter for Desktops PF19.0,,0,0,0,0
monitor,1178423,Universal Monitor Stand,,0,0,0,0
monitor,2156087,NetBotz Room Monitor 355,,0,0,2,0
monitor,693612,LCD widescreen monitor 220WS8FS/00,,0,3,3,3
monitor,265193,Standard Monitor Stand,,0,0,0,0
monitor,78835533,K58356WW,,0,0,0,0
monitor,653682,L1906 Flat Panel Monitor,,0,3,3,3
monitor,1123216,MS80B Adjustable Monitor Stand,,0,0,0,0
monitor,274686,L1755 LCD Flat Panel Monitor,,3,3,3,3
monitor,1974114,DECT Baby Monitor SCD530/00,,3,0,3,3
monitor,4543378,DVI monitor cable SWX2131S/27,,0,0,0,0
monitor,2064866,Monitor Cable LV-CA10,,0,0,0,0
monitor,2262553,Monitor Stand with SmartFit® System,,0,0,0,0
monitor,78835534,K58358WW,,0,0,0,0
monitor,78835540,K58359WW,,0,0,0,0
monitor,78835532,K58354WW,,0,0,0,0
dell,1644787,AC Adapter (90W PA-10) for Dell Lat/Insp/PWS - EU,,0,3,3,3
dell,4015202,KTD-L3B/4G,,0,0,0,0
dell,487908,2GB DDR2-667,,0,0,0,0
dell,1433168,2GB DDR2-800 CL6,,0,0,0,0
dell,267183,2GB Single Rank,,0,0,0,0
dell,1647933,2GB DDR2-800,,0,0,0,0
dell,1521978,4GB DDR2-667 Kit,,0,0,0,0
dell,436465,1GB DDR2-667,,0,0,0,0
dell,558489,2GB DDR2-667,,0,0,0,0
dell,558484,8GB DDR2-667 Kit,,0,0,0,0
dell,2154504,Memory 8 GB DIMM 240-pin DDR3,,0,0,0,0
dell,1647931,1GB DDR2-800,,0,0,0,0
dell,3557719,146GB 10k P/Edge R/T x10 Series 2.5in SAS Hotswap HD with Caddy SHIPS AS 300GB,,0,0,0,0
dell,1379868,16GB DDR2-667 Kit,,0,0,0,0
dell,1432814,1GB DDR2-800 CL6,,0,0,0,0
dell,3934012,"Toner Waste Container, 25000 Pages",,3,3,3,3
dell,4482296,724-10230,,3,3,3,3
dell,674261,"Imaging Drum, 30000 Pages",,0,0,3,3
dell,1644533,Laptop Internal US INTL KBD for D410,,0,0,0,0
dell,1644179,Laptop Internal UK Keyboard for D520 88 Keys Non-Backlit Single Point,,0,0,0,0
dell,3108517,Laptop Internal GERMAN KBD for LAT E5/6XXXX SGP 84 Keys Non-Backlit Single Point,,0,0,0,0
dell,1644503,Laptop Internal German KBD for D610/ M20 88 Keys Non-Backlit Dual Point,,0,0,0,0
dell,1645972,Laptop Internal KBD Latitude XT DE 85 Keys Non-Backlit Dual Point,,0,0,0,0
dell,282313,1GB DDR2-667,,0,1,0,0
dell,3332166,"Standard Capacity Toner Cartridge, 2000 Pages",,3,3,3,3
dell,3332167,"Standard Capacity Toner Cartridge, 2000 Pages",,3,3,3,3
dell,1754039,Laptop Internal FRENCH KBD for LAT E5/6XXXX 84 Keys Non-Backlit Dual Point,,0,0,0,0
dell,1856460,N/B KBD - Lat E4300 - German Layout - 84 Keys Non-Backlit Dual Point,,0,0,0,0
dell,1644559,Laptop Internal UK Keyboard for D410,,0,0,0,0
dell,3332162,"High Capacity Toner Cartridge, 5000 Pages",,3,3,3,3
dell,674258,"Standard Capacity Toner Cartridge, 2000 Pages",,3,3,0,3
dell,1380169,"Standard Capacity Toner Cartridge, 12000 Pages",,3,3,3,3
dell,674259,"Standard Capacity Toner Cartridge, 2000 Pages",,3,3,3,3
dell,3332163,"High Capacity Toner Cartridge, 10000 Pages",,3,3,3,3
dell,3332152,"Standard Capacity Toner Cartridge, 1000 Pages",,3,0,3,3
dell,3332154,"Standard Capacity Toner Cartridge, Use & Return, 3500 Pages",,3,3,3,3
dell,3640346,Laptop Internal US INTL KBD Inspiron 1545,,0,0,0,0
dell,1380147,"High Capacity Toner Cartridge, Use & Return, 18000 Pages",,3,3,0,3
dell,1675743,"High Capacity Toner Cartridge, 8000 Pages",,3,3,0,3
dell,1938331,Laptop Internal Norwegn KBD for XPS M1530/Inspiron 1525,,0,3,0,0
projector,96914,L1709A,,1,0,3,1
projector,122851,L1720A,,2,1,0,1
projector,130956,L1755A,,0,1,1,1
projector,490523,Projector Lamp,,0,0,1,1
projector,885474,Lamp - ELPLP41,,0,0,1,1
projector,1569583,LMPE190,,0,0,1,1
projector,77190520,PPX320/INT,,2,3,3,3
projector,2131521,Custom Projector Mount,,0,0,1,1
projector,503708,Replacement Projector Lamp TLPL1,,0,3,0,1
projector,503707,Replacement Projector Lamp TLPLMT10,,0,0,1,1
projector,921134,PG1A,,0,0,1,1
projector,806824,mp2225 Digital Projector,,2,3,3,3
projector,323547,mp2220 Digital Projector,,2,3,3,3
projector,921184,Projector Mount kit,,0,0,1,1
projector,2131344,Elite Universal Projector Mount,,0,0,1,0
projector,2270643,EPW 6565 - Projector Wall Mount,,0,0,0,1
projector,3948363,EPC 6545 - Projector Ceiling Solution,,0,0,1,1
projector,2164557,Projector Stabilization Kit for Columns,,0,0,0,1
projector,641625,VT77LP,,0,0,3,1
projector,551512,LT20LP,,0,0,3,1
projector,1610362,projector ceiling mount,,0,0,0,1
projector,3554483,projector wall mount,,0,0,0,1
projector,921131,Projector Guard Security Cage,,0,0,2,1
projector,867961,projector ceiling mount,,0,0,0,1
projector,77217598,Ceiling Projector Mount,,0,0,0,1
projector,1069226,"Duet Ultra Portable Projector Screen 80""",,0,0,0,1
projector,21602402,ELPLP25,,0,0,3,1
projector,1436276,projector extension pole,,0,0,0,1
projector,49058,vp6110 Digital Projector,,2,3,3,3
projector,1436277,projector extension pole,,0,0,0,1
projector,77217599,Projector Wall Mount - Universal - Short Throw,,0,0,0,1
projector,926727,Service Replacement Lamp for TDP-T9U/S8U,,0,0,0,1
projector,3554482,projector wall mount,,0,0,0,1
projector,1610361,projector ceiling mount,,0,0,3,0
projector,359969,projector ceiling mount,,0,0,0,0
projector,114061,projector ceiling mount,,0,0,0,1
projector,921117,RPAU,,0,0,0,1
projector,1436278,projector extension pole,,0,0,0,1
projector,641627,VT75LP,,0,0,3,1
projector,355319,LMP-C162,,0,0,0,1
hdmi cable,516091,Cable ZEN 3.3 ft (1m) HDMI Digital Audio/Video Cable,,3,3,3,3
hdmi cable,694080,15ft HDMI,,3,3,3,3
hdmi cable,3866552,HDMI High Speed connection cable HDMI-A male- HDMI-C male,,3,3,3,3
hdmi cable,2063438,HTC-100,,3,3,3,3
hdmi cable,3954028,HDMI cable SWV3472S/17,,3,3,3,3
hdmi cable,1661677,5m Velocity™ High-Speed HDMI™ Cable,,3,3,3,3
hdmi cable,694081,HDMIMM6,,3,3,3,3
hdmi cable,2102398,SWV3431W 3 ft High speed HDMI cable,,3,3,3,3
hdmi cable,1667672,"HDMI to DVI Cable, Digital Monitor Adapter Cable (HDMI to DVI-D M/M), 4.88 m (16-ft.)",,2,3,3,3
hdmi cable,618062,Monitor Cable DVI-HDMI  3 m,,3,3,3,3
hdmi cable,2104350,HDMI cable SWV4433W/10,,3,3,3,3
hdmi cable,618060,Monitor Cable DVI-HDMI  5 m,,3,3,3,3
hdmi cable,4198208,Adapter SWV3461W/17,,1,0,3,3
hdmi cable,3526020,HDMI Cable,,3,3,3,3
hdmi cable,3480669,80399,,3,3,3,3
hdmi cable,1413486,1 ft HDMI Splitter Cable - HDMI to HDMI and DVI-D - M/F,,3,3,3,3
hdmi cable,3537786,HDMI cable SWV3435S/17,,3,3,3,3
hdmi cable,515947,Premium 6ft  High Speed HDMI  Cable - HDMI - M/M,,3,3,3,3
hdmi cable,3537778,Adapter SWV3461S/17,,0,1,3,3
hdmi cable,3961661,HDMI cable SWV3474S/17,,3,3,3,3
hdmi cable,3537780,Adapter SWV3460S/17,,0,1,3,3
hdmi cable,4148041,HDMI cable SWV3431S/27,,3,3,3,3
hdmi cable,4148055,HDMI cable SWV3434S/27,,3,3,3,3
hdmi cable,4148057,HDMI cable SWV3432S/27,,3,3,3,3
hdmi cable,2681759,6 ft High Speed HDMI Cable with Ethernet- HDMI to HDMI Mini- M/M,,3,3,3,3
hdmi cable,887632,HDMI cable SWV2433W/10,,3,3,3,3
hdmi cable,888121,HDMI cable SWV2434W/10,,3,3,3,3
hdmi cable,4148043,HDMI cable SWV3474S/27,,3,3,3,3
hdmi cable,4148046,HDMI cable SWV3482S/27,,3,3,3,3
hdmi cable,2273700,"HDMI Signal Booster/Extender Cable, 1920x1200 at 24Hz/1080p (HDMI M/F), 1-ft.",,3,3,3,3
hdmi cable,4703499,HDMI cable SWW1435U/27,,3,3,3,3
hdmi cable,1261787,6 ft High Speed HDMI Cable - HDMI Mini - M/M,,3,3,3,3
hdmi cable,3965814,HDMI cable SWV4422S/10,,3,3,3,3
hdmi cable,4147994,HDMI cable SWV4434S/10,,3,3,3,3
hdmi cable,3634463,HDMI cable SWV3435S/10,,3,3,3,3
hdmi cable,1660583,7m SonicWave™ HDMI™ - DVI™ Digital Video Cable,,3,3,3,3
hdmi cable,77993199,41460,,3,3,3,3
hdmi cable,1661690,10m SonicWave™ HDMI™ to DVI™ Digital Video Cable,,3,3,3,3
hdmi cable,621529,Monitor Cable DVI-HDMI 2 m,,3,3,3,3
hdmi cable,2103305,SWV2432W 6 ft HDMI cable,,3,3,3,3
mouse pad,1405078,70071503240,,3,3,3,3
mouse pad,282385,Gel Mouse Pad Blue,,3,3,3,3
mouse pad,332371,Comfort Gel Mouse Pad — Black,,3,3,3,3
mouse pad,75974,Height Adjustable Gel Mouse Pad Black,,3,3,3,3
mouse pad,77195849,Ultra,,3,3,3,3
mouse pad,713303,Duo Gel Mouse Pad Wrist Rest — Red,,3,3,3,3
mouse pad,627965,Duo Gel Mouse Pad Wrist Rest — Blue,,3,3,3,3
mouse pad,77913943,"TruForm P100 - 9"" x 7"" Mouse Pad",,3,3,3,3
mouse pad,713302,Duo Gel Mouse Pad Light Smoke/Dark Smoke,,3,3,3,3
mouse pad,77476957,Pro Shroud,,3,3,3,3
mouse pad,4548189,"Wrist-Rest Mouse Pad, Gel, non slip base, Black",,3,3,3,3
mouse pad,274090,Memory Gel Mouse Pad with Integral Wrist Rest Black,,3,3,3,3
mouse pad,77191879,Under-Desk Clamp-On Storage Tray with Built-In Mouse Pad and Wrist Rest,,1,0,3,0
gaming mouse pad,77195849,Ultra,,3,3,3,3
gaming mouse pad,77476957,Pro Shroud,,3,3,3,3
lenovo,558352,2GB DDR2-667,,0,0,0,0
lenovo,458389,1GB DDR2-667,,0,0,0,0
lenovo,343385,1GB 667MHz,,0,0,0,0
lenovo,487968,2GB 667MHz,,0,0,0,0
lenovo,695844,Laser Mouse,,3,3,3,3
lenovo,1433295,1GB 800MHz CL6,,0,0,0,0
lenovo,3555972,ThinkPad Advanced Ultrabay Battery III,,3,3,3,3
lenovo,1432805,2GB 800MHz CL6,,0,0,0,0
